filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
./english/f0001_us_f0001_00011.wav,0.459412724,2520.649391,2037.529772,4800.07782,0.147151402,-544.3493042,87.95586395,8.326354027,42.7494812,-16.6976738,25.07806396,-24.77932549,8.221995354,-10.93587685,6.649442196,-6.049777031,-3.020763397,0.640045464,-12.29560947,4.557607174,-13.61194706,3.043947935,-8.202787399,4.32362175,-8.083246231,1
./english/f0001_us_f0001_00012.wav,0.467229873,2237.257876,2046.591391,4421.704102,0.116891874,-510.349762,103.9818344,-3.896568775,36.53392792,-20.45829391,21.19574928,-24.45185852,12.61270046,-12.75327969,5.500816345,-1.164286375,-3.733925819,-0.829240561,-11.19849491,5.054525375,-15.87961388,2.215997934,-8.367240906,3.550920248,-7.562269211,1
./english/f0001_us_f0001_00013.wav,0.425414383,2152.130758,1912.028544,4068.138867,0.119570313,-493.8697205,102.3450317,-2.192118168,41.67255402,-19.55023193,21.86541176,-27.18335152,7.226003647,-13.51959324,5.939053535,-6.664338112,-5.778671265,-0.471193969,-14.49616814,5.180627823,-15.35783482,1.653442383,-8.544417381,2.049131155,-7.265583992,1
./english/f0001_us_f0001_00014.wav,0.420571059,2056.542413,1995.997481,4124.986523,0.105253906,-518.715271,104.6843414,-4.836920261,39.63915634,-17.6939888,15.59506798,-20.92120743,11.61789608,-8.733706474,2.57957983,-4.526744366,-2.748790026,-2.655607224,-12.07067204,4.716348171,-15.03547478,1.766845703,-8.666779518,2.079553366,-7.85180378,1
./english/f0001_us_f0001_00015.wav,0.38179031,1869.625705,1864.780026,3578.536617,0.090035412,-492.9906921,112.1580734,5.680062771,35.20275879,-14.88398552,20.70039558,-24.28581047,10.8771677,-13.33046818,8.332662582,-0.025674963,-3.089830399,-2.062101364,-13.07884979,6.178582668,-16.52198792,0.739166975,-6.934769154,2.066893339,-7.983998299,1
./english/f0001_us_f0001_00016.wav,0.390954256,1897.818806,1911.543806,3791.135742,0.091432292,-464.8259277,113.0153656,-1.326502323,23.81432533,-10.59136391,10.04137802,-24.47538185,5.397472858,-13.04486942,5.477398396,-5.317063808,-4.681489944,-0.860025346,-12.20254517,2.561077356,-14.84546185,-0.368155003,-8.851408005,1.363314986,-7.452255726,1
./english/f0001_us_f0001_00017.wav,0.461675495,2588.577157,2070.085614,4844.770083,0.152634899,-498.6582336,86.4462738,4.883379459,32.21234894,-20.72461891,20.24944305,-29.71211433,14.61814022,-9.922913551,6.422235012,-5.692173958,-3.824368477,-1.353443027,-14.1524744,5.500078678,-17.61765099,3.340772629,-7.343800068,1.364127994,-6.638367176,1
./english/f0001_us_f0001_00018.wav,0.423129737,2395.720391,2094.691387,4718.546382,0.130798969,-539.3479614,86.21955872,7.055670261,40.48049164,-8.780067444,12.55994129,-26.10844803,11.1125803,-8.273877144,3.527107239,-2.768054485,-3.521303177,-3.545142651,-11.36281586,4.216752529,-13.84556198,-0.007139415,-5.898647785,1.17080605,-8.015435219,1
./english/f0001_us_f0001_00019.wav,0.391222894,2129.692432,2024.106336,4265.526985,0.111739813,-493.7269592,100.1730652,2.767059565,35.41189575,-19.17129517,10.61802006,-29.39475632,5.013422489,-14.29122543,5.603269577,-7.562463284,-4.474773407,-3.269078493,-14.92701626,3.771758318,-16.84726334,0.488001347,-9.033556938,1.827798486,-8.550127029,1
./english/f0001_us_f0001_00020.wav,0.396916449,2413.94669,2061.073673,4670.438425,0.138429876,-494.5095825,93.44087219,1.641165972,46.00013733,-22.01708603,13.46759987,-30.24382782,11.09722137,-13.27622128,6.684045315,-5.129657745,-5.156983376,-2.627770901,-13.63511467,5.453434467,-18.60961533,2.119314432,-8.913380623,2.192354679,-7.969027519,1
./english/f0001_us_f0001_00021.wav,0.414867043,2579.545458,2080.327169,4850.712891,0.15459986,-502.1795959,83.85952759,10.51652241,34.76008224,-19.98750305,20.54712486,-28.24112511,6.973144531,-11.77947712,8.002653122,-6.253136158,-6.42440033,-1.276264668,-14.5267477,4.505255699,-16.70674133,0.260423273,-9.105032921,0.619099915,-6.91335535,1
./english/f0001_us_f0001_00022.wav,0.486382604,2055.742284,2106.940414,4441.679356,0.102402509,-527.6751709,100.069397,5.664722919,35.76679611,-8.505290985,10.92469597,-23.58800697,7.352395058,-9.684531212,7.441741943,-3.411300898,-2.676881075,-1.480656743,-10.40416527,5.350600719,-13.10620785,1.668784738,-8.915624619,1.93620193,-5.094403267,1
./english/f0001_us_f0001_00023.wav,0.417910337,2253.424826,1990.972837,4338.763928,0.127876323,-524.6220093,93.48571014,9.936581612,41.72838593,-16.37093163,15.97028732,-27.4299736,6.688804626,-13.71094799,3.999215126,-3.085617542,-5.353387833,-2.35389924,-12.70509911,5.654786587,-13.73755264,0.60709244,-9.057023048,1.136538863,-6.222378731,1
./english/f0001_us_f0001_00024.wav,0.427657574,2205.982148,1934.306663,4172.967959,0.128050039,-515.4645386,99.95161438,10.18910789,41.89825821,-23.05260277,13.64586067,-24.88558006,10.56132984,-11.45983791,6.367030621,-1.9616009,-3.949980497,-3.225670576,-13.18099976,5.169433594,-15.35075474,3.041053295,-7.822263718,0.790997446,-5.620478153,1
./english/f0001_us_f0001_00025.wav,0.489341408,2000.940182,2055.776284,4346.139784,0.097420934,-526.2357178,102.3486328,-3.65232873,31.59562111,-7.195627213,11.92047501,-24.42835045,6.613992214,-6.514493465,7.336203575,-4.181259155,-3.85761714,-2.719296694,-8.799308777,4.755269051,-15.7361021,0.971428812,-8.11427021,0.958974838,-5.419246674,1
./english/f0001_us_f0001_00026.wav,0.437742263,2404.185021,1970.718849,4503.721954,0.146031822,-512.2301636,92.44062042,-0.243998453,41.09862518,-15.29879284,17.15187263,-32.63654327,8.378540039,-8.352316856,9.027136803,-6.106911659,-7.714664936,-2.341135263,-10.50446129,4.18945694,-18.7482338,2.717771769,-10.3129282,2.264455318,-5.124261856,1
./english/f0001_us_f0001_00027.wav,0.485608906,2048.195642,2013.343323,4253.720041,0.098053496,-563.6227417,97.0925827,-2.68786788,38.16801071,-9.708396912,14.56909943,-20.49228096,8.737751961,-2.286272526,5.092312336,-3.273617983,-5.412707806,-2.62659812,-7.858243465,3.638074875,-12.56755447,4.454422474,-4.334370136,2.873815298,-3.655540228,1
./english/f0001_us_f0001_00028.wav,0.411279529,2428.360686,1985.84093,4549.389467,0.140329127,-487.730835,92.81125641,-3.124317408,44.37140656,-22.27699661,16.83701706,-32.83407211,9.97905159,-11.92331409,5.718334675,-5.010553837,-5.568688393,-3.482958317,-13.25490379,6.517058849,-18.55857468,2.994646072,-9.47890377,0.898036778,-6.566129684,1
./english/f0001_us_f0001_00029.wav,0.473476946,2258.350691,1996.357511,4443.544384,0.118715059,-560.6807251,94.60782623,6.535427094,39.19860077,-20.39603424,20.54235268,-24.08485603,10.11168003,-4.581306934,4.89786005,-0.79048115,-2.149693727,-0.94716996,-7.688113689,3.178074837,-13.69544029,4.676569462,-8.876976013,1.652797699,-4.93659687,1
./english/f0001_us_f0001_00030.wav,0.484324932,2470.32952,2007.421574,4654.995528,0.154963128,-546.9575195,100.7208328,0.024654193,32.06391907,-19.96246529,21.59599495,-27.67679214,15.20444393,-9.972316742,3.621429205,-2.734151602,-5.138514042,-2.564127922,-12.4319315,5.423353672,-16.20682335,1.41067791,-7.522428989,1.239084244,-7.414044857,1
./english/f0001_us_f0001_00031.wav,0.382123739,2416.859607,1878.852664,4214.059067,0.145001729,-483.220459,103.9875107,-1.411210418,42.97761917,-25.85598755,19.65312386,-39.87534714,10.42954159,-13.33518219,6.845920086,-9.217045784,-6.129077911,-2.757645607,-12.92966175,3.109063387,-22.11823463,4.657150269,-13.48488331,3.715847731,-9.215276718,1
./english/f0001_us_f0001_00032.wav,0.43214497,2502.291681,2046.112227,4745.073769,0.143718373,-527.604248,92.32994843,5.563809872,50.44284439,-24.0137558,19.05474091,-30.82396889,12.13878727,-14.53325844,6.40828228,-6.228705883,-4.572237015,-1.404112339,-15.33129215,6.589922905,-16.94589996,4.731070042,-10.07253647,1.802566051,-6.822534561,1
./english/f0001_us_f0001_00033.wav,0.447805852,2032.200383,2057.555808,4371.630329,0.09959876,-547.4217529,97.14532471,9.304462433,45.65098953,-9.154679298,5.826151371,-25.15243149,4.765505791,-8.188995361,2.088496208,-4.526603222,-1.730309725,-2.254693508,-11.24291897,1.987759829,-15.92780304,3.166288137,-7.401667595,-1.641670585,-3.763635635,1
./english/f0001_us_f0001_00034.wav,0.448012441,2181.727637,2054.652208,4405.004883,0.112258185,-533.3182983,94.9054718,13.94683743,34.61982346,-13.61986351,23.23810196,-18.78696632,10.58943844,-4.376664162,10.28345203,-2.646795273,-2.907409191,0.348270327,-9.552571297,5.101826668,-12.62635326,3.271762848,-7.864014626,1.039131999,-5.247579098,1
./english/f0001_us_f0001_00035.wav,0.414652318,2030.286743,1986.032019,4069.189091,0.099575534,-523.5894165,99.91975403,3.691747665,38.69928741,-15.381464,15.52938557,-19.3907032,10.88081932,-10.66235065,7.1421175,-5.694727421,-6.582241535,0.580265403,-11.77493572,2.242131233,-15.0770359,1.718207121,-8.547456741,0.71047461,-6.194715977,1
./english/f0001_us_f0001_00036.wav,0.408459514,2299.663308,1879.419148,4226.283646,0.141095479,-503.2857666,95.88024139,5.14433527,40.13531876,-19.59965515,14.51946735,-29.80753136,8.418437004,-8.792476654,0.078289509,-6.002960205,-5.868732452,-3.163666487,-10.65763378,1.369036317,-16.17851448,1.885935783,-8.742740631,0.592385292,-8.658719063,1
./english/f0001_us_f0001_00037.wav,0.466308504,2023.707436,1955.028574,4158.380534,0.101732494,-542.2069092,97.30089569,9.497983932,45.29668045,-11.90051079,9.927583694,-16.36089897,6.597296238,-8.712317467,5.372374058,-2.025836468,-3.697012901,-4.118166924,-10.99763298,2.135429382,-12.48093128,3.574460268,-7.58328104,-0.779191673,-6.451414108,1
./english/f0001_us_f0001_00038.wav,0.453158021,2067.899814,1981.139949,4304.014625,0.106489972,-535.56604,101.3971252,-2.580918312,52.82555389,-13.30486488,5.740605831,-28.61553192,5.861364841,-10.09572411,-1.193075538,-6.056112289,-2.106289387,-4.487671852,-11.7555809,4.340856552,-15.71112537,5.724116802,-8.742123604,-0.550589979,-4.298070431,1
./english/f0001_us_f0001_00039.wav,0.443047702,2228.981124,1979.397777,4333.268269,0.132345655,-501.0110779,101.3674622,-2.919897556,35.85297775,-20.03559685,15.32493591,-28.51473236,7.91893816,-10.25327015,4.237659454,-5.938047886,-6.593486786,-3.29294014,-12.19118977,1.772841096,-17.40865898,3.092030287,-9.926708221,0.806937158,-7.06095171,1
./english/f0001_us_f0001_00040.wav,0.45084089,1916.23616,1981.092855,4094.015985,0.09000651,-542.7589722,101.9930344,8.723231316,40.36211777,-13.83744049,8.867217064,-24.7074337,1.066307425,-6.605007648,3.509456158,-7.245882511,-5.024214268,-2.075222731,-10.12253189,0.147896394,-14.5956316,4.463094234,-7.568494797,-1.337783217,-5.633432865,1
./english/f0001_us_f0001_00041.wav,0.441400468,2535.228389,2040.333119,4797.376803,0.155521334,-533.6986084,80.46539307,10.94292355,51.28175735,-14.56278324,12.60366631,-25.18072128,9.576224327,-10.67189026,0.918392777,-5.752425194,-2.454150438,-2.99678421,-14.03961945,5.235601425,-15.24582577,6.182767391,-6.722970963,-1.931957126,-4.575515747,1
./english/f0001_us_f0001_00042.wav,0.411783069,2073.257587,1938.055603,4001.742108,0.125443412,-501.003418,101.5733948,10.56407261,22.71654701,-20.91963577,9.406845093,-22.57727051,3.21128726,-6.104521275,3.650215149,-6.643825054,-3.899389744,-5.513499737,-5.344671726,-1.59887898,-18.52512741,8.154827118,-10.30797291,-4.553016663,-7.400286198,1
./english/f0001_us_f0001_00043.wav,0.406245828,2239.728942,1933.90453,4226.608887,0.125660807,-517.4292603,100.9640198,7.043832302,24.50857544,-22.99094391,12.84467602,-19.17397881,13.69779301,-10.46869946,1.777837157,-2.198553085,-5.939338207,-4.19960928,-11.19457436,-3.710867405,-11.99389935,4.934634209,-10.76620579,-4.362800598,-8.193652153,1
./english/f0001_us_f0001_00044.wav,0.414691448,2425.303391,1979.026283,4431.41987,0.145741674,-503.5626526,98.76410675,0.951259911,28.75622368,-33.01150513,16.5242157,-21.03991127,16.15826225,-13.65375996,3.400817871,0.466844499,-6.442629337,-3.012584209,-9.560370445,-3.258134365,-14.01891994,7.114752293,-12.50666523,-3.233294964,-8.214996338,1
./english/f0001_us_f0001_00045.wav,0.450685859,1986.296055,2034.140787,4245.213318,0.107060024,-540.5784302,112.4344254,-6.336791992,31.3337307,-19.8167572,10.94325829,-23.83176613,12.19048882,-8.346366882,2.588845491,-0.921901524,-3.932113647,-4.433650494,-6.91970396,-2.923696041,-15.83877277,8.024916649,-10.14714241,-0.945222735,-8.605311394,1
./english/f0001_us_f0001_00046.wav,0.470054656,2667.717557,2045.869313,4798.693205,0.173095703,-545.7718506,89.23990631,19.15518761,31.26600838,-31.45562363,25.9270134,-22.06674385,16.86149979,-12.01171112,4.899598598,-1.394886732,-7.705378056,0.151761577,-8.787687302,0.316128492,-11.0865736,8.768961906,-9.194248199,0.857097208,-7.153778076,1
./english/f0001_us_f0001_00047.wav,0.418378383,2126.37286,2130.476136,4680.232946,0.095306148,-554.0775146,93.82785034,4.563001633,31.04181099,-14.30350876,14.46917629,-14.37981033,11.70106316,-5.231085777,4.893571854,1.522041678,-7.536183357,-2.467702389,-5.69290781,-3.2404387,-10.06333637,5.54451561,-8.747301102,-2.463779926,-5.520991325,1
./english/f0001_us_f0001_00048.wav,0.421993494,2050.665887,1991.973129,4183.435784,0.100873628,-546.0770874,105.8914719,0.437660843,33.35601807,-13.99515438,12.60849857,-23.97277069,11.76606464,-8.600340843,3.587619781,-2.252141953,-7.959134102,-3.581079006,-6.112672329,-3.970869303,-13.56488895,8.313817978,-10.87166595,-3.083530664,-8.855698586,1
./english/f0001_us_f0001_00049.wav,0.424876601,1934.578,1878.333921,3812.136137,0.09377191,-548.0925293,114.4510727,-0.020799685,18.5337162,-16.41108513,15.2284956,-21.11186028,6.56760025,-3.210399389,6.987769604,-6.883482456,-5.551720619,-4.013250828,-5.96562624,-0.138810918,-15.83174038,8.446318626,-11.40371895,-2.46264267,-7.324281216,1
./english/f0001_us_f0001_00050.wav,0.420012385,2077.788086,2071.936151,4248.749437,0.100082632,-535.7766113,99.24176788,9.921766281,24.0089798,-14.10918617,19.46758652,-16.69312668,11.67800522,-7.980752468,5.255455971,0.242076442,-8.265686989,-4.824478149,-4.993840218,-1.591819048,-13.12931347,7.226237297,-8.97292614,-2.357640743,-5.784925938,1
./english/f0001_us_f0001_00051.wav,0.366772741,2171.448649,2017.613185,4174.041427,0.10025185,-515.0686646,109.8076935,11.75767899,22.88303375,-22.91537476,23.0826149,-26.59743118,15.09372711,-4.642177582,9.900430679,-3.278645039,-8.113300323,-2.805151463,-4.386957645,-1.073791027,-14.66496277,11.98469257,-13.11044502,-0.74003613,-8.235770226,1
./english/f0001_us_f0001_00052.wav,0.481224954,2313.79844,2224.568443,4947.13199,0.119349888,-547.8659668,94.81687164,-4.420902252,29.35259056,-14.65858269,15.4545784,-20.94469261,14.44364071,-7.373998642,3.190715551,-2.937627792,-4.926848888,-4.123478413,-5.968540668,0.730187535,-14.09880352,7.733747005,-9.507454872,-1.241733909,-6.249969482,1
./english/f0001_us_f0001_00053.wav,0.385610163,1800.466619,2027.800354,3987.482415,0.073737298,-542.2070313,114.6282501,-0.337259799,39.70445633,-11.39885426,7.889091969,-24.09970474,11.32696629,-10.41477299,2.074724674,-4.063999653,-2.486498356,-7.007175922,-5.95785141,0.305260301,-16.04063225,11.88327885,-11.88386059,-2.823985815,-8.833579063,1
./english/f0001_us_f0001_00054.wav,0.403065801,2133.809961,2021.739767,4052.038105,0.113600511,-557.1459961,103.7777481,17.25800896,20.58561325,-18.0020504,19.17990685,-17.12972069,9.013595581,-15.39011765,6.582787991,-5.428108215,-8.110846519,-3.938362598,-7.761503696,0.072977751,-13.8315649,7.57646513,-13.46261024,-1.711576223,-5.725435734,1
./english/f0001_us_f0001_00055.wav,0.441406041,2357.190209,2065.39669,4586.757897,0.129655509,-511.1485291,96.84627533,1.779785037,29.56316566,-20.48538399,12.99234962,-22.82792091,15.85128593,-7.87433672,5.32581234,-2.075736284,-10.4643116,-4.953537464,-6.93733263,-4.422998905,-12.79659176,7.086902618,-11.86980534,-1.524458408,-9.352122307,1
./english/f0001_us_f0001_00056.wav,0.388160259,2339.736948,1960.510601,4362.311833,0.137621475,-502.5710754,106.112709,-1.448802352,41.3804512,-28.15205956,12.6118021,-35.76026917,19.35789108,-10.76489067,3.056722164,-4.805510521,-7.576997757,-4.670419693,-7.335314751,-3.487885237,-17.76280975,13.48921108,-17.72700691,-1.966555715,-9.720315933,1
./english/f0001_us_f0001_00057.wav,0.409809828,2016.39985,1952.269798,3914.133398,0.103798828,-507.9683838,116.6131973,1.370481968,31.20780754,-22.53083992,17.22276115,-30.47670364,13.15178871,-9.551649094,3.368766308,-2.95815587,-8.801494598,-5.996846676,-4.240604401,-1.672900319,-15.8964386,10.36287117,-15.81427193,-1.899366498,-9.263875961,1
./english/f0001_us_f0001_00058.wav,0.415618122,2253.651907,2011.730798,4380.255642,0.131353539,-532.2832642,98.87509155,12.88294888,35.06614685,-21.0778389,13.93384838,-26.21063232,16.91266632,-12.5629425,2.85084939,-3.190258026,-10.53659916,-3.583180904,-9.721019745,-1.497674465,-11.69387817,9.921809196,-13.68990326,-2.115905523,-6.503290653,1
./english/f0001_us_f0001_00059.wav,0.413349867,2693.946023,1953.230009,4622.959391,0.179780183,-496.0369873,93.89115143,6.148973942,29.88563347,-26.93775368,23.11266708,-35.04611588,15.38190365,-11.87004471,6.423377514,-5.401376247,-10.19914436,-3.310897827,-6.719332218,-0.90216291,-19.53880501,11.59879589,-14.39839458,-3.451341629,-9.032279015,1
./english/f0001_us_f0001_00060.wav,0.533864558,2300.055536,2135.597748,4794.088542,0.128566262,-565.7241211,98.04559326,0.505920172,30.35338974,-19.28744698,19.88836098,-18.40568161,6.966804504,-6.618981361,9.284313202,-1.858310103,-5.331151485,-1.929851651,-5.840331078,3.530046463,-18.27703285,4.770796299,-5.063086033,0.756765962,-5.288897038,1
./english/f0001_us_f0001_00061.wav,0.397778064,2099.905158,2093.060666,4370.704878,0.100076075,-519.4649658,95.86904144,18.60610199,40.28987885,-24.74790573,15.35552025,-23.76804161,5.97895956,-14.79707432,6.973910809,-5.027977943,-5.167204857,-3.52586937,-11.30946636,2.939812183,-19.17501068,6.170956612,-9.129939079,-1.29267168,-8.699478149,1
./english/f0001_us_f0001_00062.wav,0.455261171,2256.862149,2206.076907,4801.830044,0.118588362,-534.1408081,96.73583984,10.31045818,27.17586899,-21.24176979,16.31357384,-19.51826859,6.202128887,-12.47357178,10.88716984,-3.453963518,-5.215436459,-4.45036459,-7.670212269,6.020664692,-19.40060806,2.993432283,-7.411525249,1.783863544,-8.080342293,1
./english/f0001_us_f0001_00063.wav,0.389856339,2410.26486,1968.890176,4479.931641,0.136515299,-515.6484375,98.00778961,12.33738899,35.19239044,-26.36436272,19.22010803,-25.11408424,9.755755424,-11.83795643,9.577623367,-6.025974274,-5.350794315,-0.86018765,-9.527171135,4.597022057,-19.70008469,7.058273315,-6.767902374,-0.510207236,-9.492059708,1
./english/f0001_us_f0001_00064.wav,0.401811302,2432.860869,2051.364619,4506.164551,0.12946041,-531.4171753,98.22019196,15.9653101,40.41523361,-29.25233269,23.88225937,-27.37784958,12.60096264,-13.1955595,13.20142841,-3.154885769,-6.2256217,-0.660369575,-10.45377254,5.343066216,-21.39076424,7.189300537,-8.539811134,1.480576754,-8.998522758,1
./english/f0001_us_f0001_00065.wav,0.389056623,2685.061699,2019.274456,4795.805297,0.161482794,-508.8215332,90.10059357,11.05260372,39.07901001,-28.46250153,18.6952076,-31.35312653,12.26559353,-13.05241299,9.120243073,-5.765290737,-8.105315208,-2.499469995,-8.372086525,1.900890231,-23.52318573,10.09238338,-10.30744267,-0.737451375,-9.762266159,1
./english/f0001_us_f0001_00066.wav,0.434776217,2132.397201,1998.083015,4262.198037,0.109110667,-506.2084656,95.42732239,11.72948837,30.79201698,-21.41119957,5.735579967,-20.1320076,2.493781567,-10.9067564,3.849527597,-2.318301201,-5.725975037,-3.527368069,-3.0827775,1.191350937,-18.88800049,2.917906761,-5.76282692,-0.581980109,-8.442934036,1
./english/f0001_us_f0001_00067.wav,0.414730906,2266.295908,1951.553231,4331.570777,0.13207355,-504.9024048,96.70703125,8.328971863,38.48369598,-19.06930161,13.89520931,-29.7639904,3.97860837,-12.71266365,6.869294643,-5.644242764,-7.445559025,-3.081917286,-6.066473007,1.561383367,-20.53153992,5.9637537,-8.072517395,0.340406001,-11.38689899,1
./english/f0001_us_f0001_00068.wav,0.43534562,2083.866653,2033.735164,4331.077977,0.104296233,-522.7443237,108.0557632,-2.514322758,28.14144707,-20.57060242,18.42909241,-21.05947304,4.253302574,-3.361925602,10.22442818,-5.374906063,-7.329054356,-0.04990859,-3.733255148,-0.466144353,-19.0162735,4.196884155,-9.234350204,-0.274511188,-8.798126221,1
./english/f0001_us_f0001_00069.wav,0.419112414,2072.189388,1946.113368,4065.970327,0.110535894,-519.0913696,106.3367691,13.5863018,32.00188065,-20.86470413,11.79878712,-20.95751953,2.522340775,-12.34049702,6.031320572,-5.220059872,-5.247852325,-5.404452801,-6.603602409,-0.801977694,-19.12117195,7.240971088,-9.93711853,-0.773649037,-9.29957962,1
./english/f0001_us_f0001_00070.wav,0.426012933,2212.285395,2063.475548,4350.999023,0.119663086,-512.6743164,102.0523987,8.434168816,35.47207642,-26.51254654,10.20846176,-27.81623459,5.52909565,-13.55310345,8.495704651,-6.236988544,-4.162305832,-2.44532299,-7.231954575,1.203809261,-20.42978668,8.021051407,-10.50628185,0.592486262,-9.826862335,1
./english/f0001_us_f0001_00071.wav,0.415694028,2415.014054,2099.406212,4590.487393,0.134350269,-527.0432739,99.74852753,0.763256788,33.33289337,-29.06048965,22.57891846,-25.31988335,10.16864395,-11.61816502,10.96590424,-6.465258598,-7.407705307,-4.212182999,-5.8280406,3.063241959,-23.69136429,8.738769531,-12.59980106,0.589605689,-9.512598991,1
./english/f0001_us_f0001_00072.wav,0.485204458,2264.687832,2102.332732,4652.414175,0.131784292,-569.4088135,103.5394974,4.284581661,25.70108414,-18.83090973,13.93860817,-18.33753014,7.077708244,-7.56223011,5.45984602,-1.137395024,-3.952783346,-4.949603081,-4.103500843,-0.030189697,-15.66035461,6.553106308,-9.150258064,2.172114372,-8.225963593,1
./english/f0001_us_f0001_00073.wav,0.400296271,2166.098561,1964.643047,4202.48228,0.116003252,-495.7827454,102.0819397,1.081646204,42.14544296,-26.09465599,10.12230492,-28.53493118,5.604711056,-12.37525368,2.643202782,-6.812465191,-5.631550312,-5.473696709,-5.418694496,1.022826195,-21.83913803,7.619066715,-10.37783718,-1.025823951,-10.99753475,1
./english/f0001_us_f0001_00074.wav,0.392080396,1885.978703,1860.227037,3642.522122,0.098390536,-494.0482788,113.9709549,11.10457039,29.23015785,-26.89913368,12.64843845,-21.81475449,1.607149124,-12.30303574,7.25124979,-3.02987957,-5.32322216,-5.384972572,-3.937156677,2.454267502,-21.16837692,7.076665878,-9.396622658,-2.579533815,-9.309760094,1
